,Open,High,Low,Close,Volume,Date
182,2069.3768,2069.3768,2045.4467,2048.9109,208447,2023-03-23
183,2078.5841,2088.7943,2069.3768,2075.4390,230717,2023-03-22
184,2025.6190,2072.8865,2021.9725,2069.4223,441746,2023-03-21
185,2026.5306,2026.5306,1987.3310,2007.0220,225747,2023-03-20
186,2050.2327,2052.5574,2017.3233,2026.5762,366281,2023-03-17
187,2039.3389,2055.6569,2007.6601,2029.3111,253732,2023-03-16
188,2082.9599,2095.8137,2031.0887,2039.1566,422737,2023-03-15
189,2079.5413,2101.2835,2069.0577,2075.3023,329326,2023-03-14
190,2122.2507,2136.8366,2073.9349,2082.9599,330968,2023-03-13
191,2136.1985,2136.1985,2110.5820,2117.8293,337306,2023-03-10
192,2206.0286,2206.0286,2147.9128,2151.5593,299619,2023-03-09
193,2188.9813,2206.1197,2175.5349,2203.8863,99782,2023-03-08
194,2183.3292,2210.2220,2183.3292,2194.9980,168847,2023-03-06
195,2136.8366,2181.5060,2134.0106,2174.2586,266949,2023-03-03
196,2124.9856,2143.0356,2116.5075,2122.1140,89972,2023-03-02
197,2135.1957,2138.2040,2118.1940,2136.1529,183724,2023-03-01
198,2165.0968,2165.0968,2110.1717,2116.7354,300235,2023-02-28
199,2168.3787,2177.8595,2144.5398,2159.7183,247454,2023-02-27
200,2165.0968,2183.8762,2159.3080,2174.9423,249650,2023-02-24
201,2166.0085,2183.2836,2152.7900,2158.3053,265844,2023-02-23
202,2213.4127,2215.2359,2166.0540,2168.7433,288637,2023-02-22
203,2207.0313,2229.8218,2199.2370,2219.3382,167774,2023-02-21
204,2224.7168,2232.9669,2197.3226,2201.8351,221415,2023-02-20
205,2210.6322,2230.6423,2197.5505,2224.2154,105936,2023-02-17
206,2233.4683,2245.3194,2210.6778,2214.9168,277368,2023-02-16
207,2176.7656,2221.6173,2165.0968,2215.3271,367072,2023-02-15
208,2119.6982,2170.5665,2118.6042,2167.2847,124813,2023-02-14
209,2131.0023,2142.3063,2109.5336,2117.4647,79836,2023-02-13
210,2148.6877,2148.6877,2116.4163,2129.8627,127318,2023-02-10
211,2149.0067,2161.2680,2127.7660,2147.2291,88852,2023-02-09
212,2107.0267,2151.0579,2103.2434,2143.9473,268850,2023-02-08
213,2107.6648,2121.3391,2090.4352,2102.1039,225094,2023-02-07
214,2119.5158,2119.5158,2102.8788,2107.2090,206263,2023-02-06
215,2137.7482,2140.3919,2090.5263,2123.2079,148804,2023-02-03
216,2119.5158,2140.2096,2107.0722,2121.1568,104181,2023-02-02
217,2169.6549,2170.4754,2101.2835,2131.4125,573669,2023-02-01
218,2174.2130,2175.2158,2134.7399,2145.8617,100296,2023-01-31
219,2131.1390,2159.9918,2097.7737,2143.4914,1392194,2023-01-30
220,2171.4326,2176.9935,2107.7560,2131.1390,452582,2023-01-27
221,2197.0035,2201.3793,2170.5665,2172.3442,103914,2023-01-25
222,2217.5150,2227.9074,2177.5404,2201.6984,349349,2023-01-24
223,2233.4683,2248.0542,2211.5894,2214.8713,213860,2023-01-23
224,2262.3667,2262.3667,2222.6200,2226.8135,174012,2023-01-20
225,2255.5295,2261.6829,2240.3055,2252.7035,201558,2023-01-19
226,2259.9053,2271.3005,2242.9947,2255.8942,126814,2023-01-18
227,2236.3399,2264.0076,2235.2915,2259.4951,186970,2023-01-17
228,2256.1676,2260.5890,2220.7512,2228.6367,140006,2023-01-16
229,2250.4244,2254.6179,2219.6117,2249.2849,248982,2023-01-13
230,2301.8398,2308.1300,2247.7352,2253.6151,185343,2023-01-12
231,2329.3707,2332.1056,2299.1049,2302.2956,127795,2023-01-11
232,2373.9033,2374.7694,2321.0294,2331.8777,152642,2023-01-10
233,2318.8871,2371.8522,2314.6936,2367.0662,298492,2023-01-09
234,2305.4863,2322.3512,2296.0510,2313.0071,113594,2023-01-06
235,2301.8398,2311.8676,2282.9237,2291.3562,143907,2023-01-05
236,2332.8349,2333.3818,2292.5868,2295.5952,172926,2023-01-04
237,2340.7660,2345.5975,2322.8526,2331.0116,136124,2023-01-03
238,2330.9205,2351.9789,2322.9894,2347.5575,174612,2023-01-02
239,2321.8954,2349.1529,2317.8387,2322.9894,77470,2022-12-30
240,2308.2667,2323.7187,2303.2072,2317.8387,157229,2022-12-29
241,2311.7764,2324.5391,2298.4212,2319.5708,168925,2022-12-28
242,2305.4863,2323.5363,2292.1310,2320.1178,184837,2022-12-27
243,2291.5385,2317.3829,2273.5340,2301.3840,95382,2022-12-26
244,2337.3930,2360.8672,2272.6680,2280.4623,307147,2022-12-23
245,2365.8355,2376.2735,2339.1250,2350.0645,93106,2022-12-22
246,2390.2669,2400.8417,2348.6515,2355.9900,77509,2022-12-21
247,2364.6960,2393.9134,2339.7632,2389.4920,129098,2022-12-20
248,2355.5798,2373.1740,2340.7660,2370.2113,67621,2022-12-19
249,2342.8627,2387.5320,2332.0144,2338.3957,169510,2022-12-16
250,2378.8717,2383.7944,2343.7743,2350.8393,95215,2022-12-15
251,2398.6538,2406.2202,2380.2391,2383.7944,42452,2022-12-14
252,2385.7088,2400.4770,2376.3647,2392.2725,65370,2022-12-13
253,2361.0951,2391.1785,2356.5370,2381.3786,117691,2022-12-12
254,2414.7895,2425.4554,2372.1713,2378.5070,155892,2022-12-09
255,2429.9224,2429.9224,2406.7216,2415.3364,93535,2022-12-08
256,2449.3399,2456.2226,2409.4109,2415.7011,116129,2022-12-07
257,2424.9085,2458.6384,2424.9085,2450.6617,197739,2022-12-06
258,2479.5601,2479.5601,2441.6367,2445.7390,208698,2022-12-05
259,2485.3033,2504.8119,2462.2849,2482.0214,114503,2022-12-02
260,2494.1915,2511.2388,2475.9592,2482.2949,245387,2022-12-01
261,2475.0475,2501.1199,2460.5528,2490.9097,116521,2022-11-30
262,2465.1109,2489.1776,2455.3565,2471.4466,225659,2022-11-29
263,2371.4420,2481.0642,2356.5370,2468.7118,358911,2022-11-28
264,2354.7593,2392.2269,2353.2096,2385.7544,228490,2022-11-25
265,2339.2162,2362.9183,2323.1261,2354.3035,101023,2022-11-24
266,2351.0673,2351.0673,2326.5903,2330.5102,188170,2022-11-23
267,2319.3885,2341.0394,2312.6881,2337.6664,201826,2022-11-22
268,2356.5370,2360.4569,2318.2489,2324.6759,104254,2022-11-21
269,2375.6810,2378.2791,2344.6859,2367.9778,138143,2022-11-18
270,2357.4486,2382.0623,2353.2096,2371.3964,181514,2022-11-17
271,2373.8577,2383.9311,2353.0728,2362.7816,116478,2022-11-16
272,2386.6660,2395.5087,2361.1407,2376.3191,403971,2022-11-15
273,2393.0018,2409.0918,2375.2708,2386.5748,4751003,2022-11-14
274,2369.0262,2402.1180,2358.5881,2398.7905,402694,2022-11-11
275,2356.5370,2367.4308,2336.4813,2346.9194,240161,2022-11-10
276,2375.6810,2389.8111,2362.3258,2372.9461,185280,2022-11-09
277,2362.9183,2379.2363,2346.5092,2375.8177,168418,2022-11-07
278,2322.8070,2365.8811,2322.8070,2363.3285,295536,2022-11-04
279,2302.8882,2333.7465,2302.8882,2330.0544,213304,2022-11-03
280,2304.8937,2324.8582,2292.0399,2320.4368,119457,2022-11-02
281,2353.8021,2359.6821,2286.3423,2306.1700,195343,2022-11-01
282,2310.9560,2334.2023,2309.2239,2324.2201,238633,2022-10-31
283,2245.3649,2310.0444,2242.7668,2302.7514,250899,2022-10-28
284,2238.9380,2249.8775,2218.1531,2233.5595,240543,2022-10-27
285,2277.2261,2277.3628,2222.1186,2226.0386,2676294,2022-10-25
286,2285.4306,2294.0910,2248.9658,2253.4784,228842,2022-10-21
287,2259.0392,2296.3701,2259.0392,2279.8698,268387,2022-10-20
288,2235.4283,2303.6630,2226.0842,2275.8586,304000,2022-10-19
289,2206.1197,2245.3194,2206.1197,2233.9697,275176,2022-10-18
290,2146.5910,2200.4221,2136.4720,2197.0035,312009,2022-10-17
291,2198.8268,2202.5188,2159.0346,2161.4504,169418,2022-10-14
292,2165.8261,2182.5999,2152.3342,2173.1647,89649,2022-10-13
293,2146.8189,2170.3842,2138.2496,2165.1424,92000,2022-10-12
294,2198.1430,2198.8268,2143.2180,2148.9156,3962521,2022-10-11
295,2196.1375,2204.0230,2176.9479,2193.1291,138925,2022-10-10
296,2204.2965,2227.9074,2200.5133,2218.1987,151735,2022-10-07
297,2220.7056,2233.4683,2204.6611,2208.5355,90481,2022-10-06
298,2186.4743,2204.2053,2179.0902,2199.7840,155355,2022-10-04
299,2185.1525,2203.3393,2154.6132,2164.4587,228998,2022-10-03
300,2113.1345,2188.9357,2110.3996,2167.5582,251390,2022-09-30
